Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding,Current_outstanding_v1,Loan_amount_v1
38678344,MORTGAGE,066-02-5942,215-269-1296,Bulger,Washington,Bulger,PA,15019,Northeast,21-07-2019,"$9,24,070",Default,24-08-2021,807,833,"$3,41,906",341906,924070
38678345,CREDIT CARD,071-02-8717,209-356-7670,Rancho Cordova,Sacramento,Rancho Cordova,CA,95670,West,23-01-2021,"$49,541",Default,27-05-2021,851,877,"$2,477",2477,49541
38678346,CREDIT CARD,580-41-3260,319-358-9743,Big Rock,Big Rock,Big Rock,IA,52725,Midwest,22-10-2018,"$47,709",Non-Default,24-08-2021,665,702,"$5,725",5725,47709
38678347,MORTGAGE,076-02-5300,205-763-6757,Anderson,Lauderdale,Anderson,AL,35610,South,14-12-2020,"$1,96,232",Non-Default,24-08-2021,784,815,"$98,116",98116,196232
38678348,CREDIT CARD,387-33-9056,209-219-9760,Dos Rios,Mendocino,Dos Rios,CA,95429,West,22-05-2018,"$58,576",Non-Default,04-06-2021,699,733,"$22,845",22845,58576
38678349,CREDIT CARD,020-94-6402,229-588-6138,Atlanta,Atlanta,Atlanta,GA,31175,South,01-07-2018,"$69,041",Default,10-11-2020,763,800,"$28,307",28307,69041
38678350,MORTGAGE,559-99-9349,319-719-6645,Garrison,Benton,Garrison,IA,52229,Midwest,25-10-2019,"$8,62,482",Default,25-05-2021,856,873,"$8,625",8625,862482
38678351,PERSONAL LOAN,306-37-2419,308-451-4938,Cody,Cherry,Cody,NE,69211,Midwest,11-07-2021,"$1,23,385",Non-Default,24-08-2021,676,711,"$34,548",34548,123385
38678352,PERSONAL LOAN,086-02-3953,201-242-9602,Summit,Union,Summit,NJ,7901,Northeast,22-06-2018,"$1,91,688",Default,24-08-2021,680,712,"$93,927",93927,191688
38678353,CREDIT CARD,726-18-7935,229-617-8689,Mystic,Irwin,Mystic,GA,31769,South,13-06-2019,"$67,207",Default,24-08-2021,770,800,"$5,377",5377,67207
38678354,MORTGAGE,575-99-0387,205-446-6741,Eight Mile,Mobile,Eight Mile,AL,36613,South,24-08-2021,"$4,71,217",Default,24-06-2021,880,917,"$65,970",65970,471217
38678355,MORTGAGE,401-73-6884,215-646-4330,Maxatawny,Berks,Maxatawny,PA,19538,Northeast,12-03-2019,"$7,57,770",Non-Default,24-08-2021,862,888,"$30,311",30311,757770
38678356,CREDIT CARD,729-28-0284,480-707-0080,Tucson,Pima,Tucson,AZ,85736,West,09-08-2021,"$69,886",Default,24-08-2021,668,701,"$27,256",27256,69886
38678357,CREDIT CARD,410-99-0198,240-944-5205,Silver Spring,Silver Spring,Silver Spring,MD,20900,South,15-10-2018,"$82,888",Default,12-02-2021,749,771,"$23,209",23209,82888
38678358,MORTGAGE,325-11-8291,212-372-0540,Staten Island,Richmond,Staten Island,NY,10302,Northeast,21-10-2019,"$7,97,735",Non-Default,24-08-2021,695,729,"$23,932",23932,797735
38678359,MORTGAGE,007-11-5967,202-660-0478,Washington,Washington,Washington,DC,56901,South,04-02-2020,"$1,78,252",Default,07-07-2021,766,795,"$33,868",33868,178252
38678360,CREDIT CARD,750-20-3484,215-229-4154,Jennerstown,Somerset,Jennerstown,PA,15547,Northeast,25-09-2020,"$50,862",Non-Default,24-08-2021,751,751,"$3,560",3560,50862
38678361,CREDIT CARD,751-18-2099,206-980-9412,Sumner,Pierce,Sumner,WA,98352,West,28-10-2020,"$53,507",Non-Default,24-08-2021,653,698,"$5,886",5886,53507
38678362,MORTGAGE,545-99-3264,219-610-0513,Russellville,Putnam,Russellville,IN,46175,Midwest,04-05-2019,"$9,09,795",Default,24-08-2021,745,743,"$1,54,665",154665,909795
38678363,MORTGAGE,361-08-1469,423-437-4886,Tracy City,Grundy,Tracy City,TN,37387,South,28-02-2020,"$8,52,668",Non-Default,24-08-2021,896,902,"$1,02,320",102320,852668
38678364,MORTGAGE,671-48-9770,262-724-7044,Milwaukee,Milwaukee,Milwaukee,WI,53213,Midwest,18-04-2018,"$3,93,911",Default,02-02-2021,877,891,"$27,574",27574,393911
38678365,MORTGAGE,047-15-9581,314-321-4987,Slater,Saline,Slater,MO,65349,Midwest,22-12-2020,"$2,14,138",Default,07-02-2021,824,814,"$19,272",19272,214138
38678366,MORTGAGE,707-18-8785,216-737-9105,Wayne,Wood,Wayne,OH,43466,Midwest,25-12-2019,"$4,81,337",Non-Default,10-06-2021,713,761,"$2,06,975",206975,481337
38678367,CREDIT CARD,519-87-4723,210-336-3589,Wylie,Dallas,Wylie,TX,75098,South,11-02-2018,"$26,160",Non-Default,29-10-2020,798,796,"$10,987",10987,26160
38678368,CREDIT CARD,246-99-1139,219-354-0334,Quincy,Owen,Quincy,IN,47456,Midwest,02-06-2020,"$68,800",Non-Default,07-05-2021,866,858,"$19,264",19264,68800
38678369,CREDIT CARD,170-86-0620,201-848-5345,Wildwood,Cape May,Wildwood,NJ,8260,Northeast,28-12-2019,"$84,202",Default,06-11-2020,675,676,"$7,578",7578,84202
38678370,MORTGAGE,545-99-6617,210-467-7647,Fort Worth,Tarrant,Fort Worth,TX,76134,South,24-08-2021,"$9,96,255",Non-Default,24-08-2021,737,734,"$19,925",19925,996255
38678371,CREDIT CARD,337-11-1594,206-341-0690,Metaline Falls,Pend Oreille,Metaline Falls,WA,99153,West,24-08-2021,"$97,427",Default,24-08-2021,695,737,"$35,074",35074,97427
38678372,CREDIT CARD,544-81-0369,308-509-6248,Holbrook,Furnas,Holbrook,NE,68948,Midwest,10-11-2018,"$73,027",Non-Default,24-08-2021,747,763,"$27,750",27750,73027
38678373,CREDIT CARD,346-08-0219,219-260-0838,Mooreland,Henry,Mooreland,IN,47360,Midwest,28-05-2019,"$36,655",Non-Default,07-07-2021,693,701,"$2,932",2932,36655
38678374,MORTGAGE,050-02-1806,228-704-4615,Ruth,Lincoln,Ruth,MS,39662,South,18-05-2019,"$1,66,181",Non-Default,17-04-2021,854,878,"$71,458",71458,166181
38678375,PERSONAL LOAN,522-99-7476,231-966-2787,Auburn Hills,Oakland,Auburn Hills,MI,48326,Midwest,11-05-2018,"$88,286",Non-Default,19-03-2021,891,910,"$5,297",5297,88286
38678376,MORTGAGE,269-17-6018,252-410-9513,Bear Creek,Chatham,Bear Creek,NC,27207,South,10-02-2021,"$8,26,253",Non-Default,07-08-2021,659,671,"$2,56,138",256138,826253
38678377,MORTGAGE,269-17-5414,231-981-4317,Winn,Isabella,Winn,MI,48896,Midwest,02-12-2019,"$5,41,782",Non-Default,24-08-2021,653,695,"$2,49,220",249220,541782
38678378,CREDIT CARD,224-99-7674,216-478-0986,Perrysburg,Wood,Perrysburg,OH,43552,Midwest,18-08-2021,"$61,057",Non-Default,07-04-2021,740,771,"$25,644",25644,61057
38678379,PERSONAL LOAN,322-11-2299,206-345-8985,Uniontown,Whitman,Uniontown,WA,99179,West,18-09-2018,"$1,02,023",Default,24-08-2021,659,667,"$41,829",41829,102023
38678380,PERSONAL LOAN,287-15-7429,423-997-7357,Oak Ridge,Anderson,Oak Ridge,TN,37831,South,05-05-2021,"$95,816",Non-Default,15-07-2021,759,801,"$19,163",19163,95816
38678381,CREDIT CARD,075-02-0274,808-360-1134,Puunene,Maui,Puunene,HI,96784,West,18-06-2020,"$94,674",Non-Default,01-03-2021,704,698,"$17,041",17041,94674
38678382,CREDIT CARD,086-02-0831,803-245-0236,Charleston,Berkeley,Charleston,SC,29410,South,12-03-2021,"$53,527",Non-Default,24-08-2021,864,866,$535,0,53527
38678383,MORTGAGE,579-53-5516,216-341-0885,Marion,Marion,Marion,OH,43307,Midwest,02-06-2018,"$6,63,159",Non-Default,04-11-2020,675,693,"$2,38,737",238737,663159
38678384,MORTGAGE,566-99-9724,406-838-9506,Fairview,Richland,Fairview,MT,59221,West,08-08-2019,"$8,86,034",Non-Default,13-05-2021,693,689,"$2,56,950",256950,886034
38678385,CREDIT CARD,357-08-0895,209-470-9140,Paicines,San Benito,Paicines,CA,95043,West,08-05-2018,"$96,402",Non-Default,03-04-2021,782,826,"$12,532",12532,96402
38678386,MORTGAGE,389-33-6161,218-284-8340,Angus,Polk,Angus,MN,56712,Midwest,11-08-2019,"$4,67,259",Non-Default,01-11-2020,809,842,"$1,96,249",196249,467259
38678387,PERSONAL LOAN,689-24-1121,207-440-2586,Hartland,Somerset,Hartland,ME,4943,Northeast,05-09-2018,"$1,63,595",Default,24-08-2021,720,749,"$11,452",11452,163595
38678388,CREDIT CARD,227-99-8805,308-727-8186,Randolph,Cedar,Randolph,NE,68771,Midwest,15-07-2021,"$68,674",Non-Default,27-11-2020,806,830,"$10,301",10301,68674
38678389,PERSONAL LOAN,640-29-0409,210-610-8688,Henderson,Rusk,Henderson,TX,75652,South,25-01-2019,"$80,959",Default,13-01-2021,763,789,"$4,048",4048,80959
38678390,MORTGAGE,670-48-1836,304-601-3778,Charleston,Kanawha,Charleston,WV,25332,South,12-05-2018,"$5,06,889",Non-Default,24-08-2021,707,727,"$70,964",70964,506889
38678391,CREDIT CARD,110-98-2632,304-352-0693,Grafton,Taylor,Grafton,WV,26354,South,17-04-2021,"$43,434",Non-Default,21-04-2021,670,687,"$4,778",4778,43434
38678392,PERSONAL LOAN,519-87-6357,316-580-8125,Meade,Meade,Meade,KS,67864,Midwest,05-05-2020,"$94,540",Non-Default,04-04-2021,695,722,"$41,598",41598,94540
38678393,PERSONAL LOAN,145-23-3976,203-904-2629,Fabyan,Windham,Fabyan,CT,6245,Northeast,26-04-2020,"$1,09,013",Non-Default,23-07-2021,685,705,"$14,172",14172,109013
38678394,MORTGAGE,705-18-4305,423-325-7523,Memphis,Shelby,Memphis,TN,38142,South,28-08-2020,"$5,09,119",Non-Default,02-03-2021,882,874,"$2,03,648",203648,509119
38678395,PERSONAL LOAN,664-22-8100,210-616-4305,Weatherford,Parker,Weatherford,TX,76087,South,13-02-2020,"$1,68,828",Default,24-08-2021,706,722,"$5,065",5065,168828
38678396,CREDIT CARD,310-37-4847,208-440-6548,Sun Valley,Blaine,Sun Valley,ID,83354,West,05-04-2020,"$94,323",Non-Default,09-01-2021,697,692,"$44,332",44332,94323
38678397,CREDIT CARD,057-02-3790,218-301-6313,Clitherall,Otter Tail,Clitherall,MN,56524,Midwest,10-11-2019,"$57,341",Non-Default,18-05-2021,776,769,"$8,028",8028,57341
38678398,CREDIT CARD,529-99-3299,270-613-3055,Dwarf,Perry,Dwarf,KY,41739,South,03-07-2021,"$54,273",Non-Default,24-08-2021,780,830,"$3,799",3799,54273
38678399,MORTGAGE,442-29-5111,605-790-5025,Faulkton,Faulk,Faulkton,SD,57438,Midwest,15-01-2020,"$5,67,573",Non-Default,23-12-2020,669,707,"$2,66,759",266759,567573
38678400,CREDIT CARD,632-31-2521,316-774-3182,Troy,Doniphan,Troy,KS,66087,Midwest,24-08-2018,"$94,464",Default,24-08-2021,698,740,"$40,620",40620,94464
38678401,CREDIT CARD,484-41-4073,219-975-7593,Hammond,Lake,Hammond,IN,46327,Midwest,17-10-2019,"$40,808",Non-Default,24-08-2021,794,788,"$17,139",17139,40808
38678402,CREDIT CARD,445-27-6830,907-243-6347,Anchorage,Anchorage Municipality,Anchorage,AK,99504,West,26-01-2020,"$31,683",Default,14-03-2021,866,865,"$9,188",9188,31683
38678403,MORTGAGE,631-31-5777,505-263-6954,Ruidoso Downs,Lincoln,Ruidoso Downs,NM,88346,West,26-10-2020,"$7,85,353",Default,07-05-2021,754,749,"$54,975",54975,785353
38678404,PERSONAL LOAN,112-98-8406,503-477-0253,North Plains,Washington,North Plains,OR,97133,West,12-11-2020,"$94,852",Non-Default,10-08-2021,867,902,"$5,691",5691,94852
38678405,CREDIT CARD,484-41-6080,802-225-6821,White River Junction,Windsor,White River Junction,VT,5001,Northeast,08-04-2019,"$93,940",Non-Default,24-08-2021,685,698,"$7,515",7515,93940
38678406,CREDIT CARD,261-99-6195,206-721-5879,Valley,Stevens,Valley,WA,99181,West,18-03-2021,"$85,807",Non-Default,17-02-2021,721,757,"$42,904",42904,85807
38678407,CREDIT CARD,237-99-1744,212-246-6693,Corning,Steuben,Corning,NY,14831,Northeast,22-08-2021,"$94,616",Non-Default,24-08-2021,801,805,"$12,300",12300,94616
38678408,CREDIT CARD,296-15-7314,225-964-2489,Lafitte,Jefferson,Lafitte,LA,70067,South,03-09-2020,"$87,530",Non-Default,24-08-2021,880,882,"$38,513",38513,87530
38678409,PERSONAL LOAN,321-11-3098,480-274-6848,Phoenix,Maricopa,Phoenix,AZ,85051,West,10-07-2020,"$64,703",Non-Default,15-04-2021,878,886,"$27,175",27175,64703
38678410,MORTGAGE,040-15-0967,262-478-2626,Appleton,Outagamie,Appleton,WI,54913,Midwest,14-11-2018,"$2,77,578",Non-Default,18-11-2020,755,751,"$1,30,462",130462,277578
38678411,MORTGAGE,588-09-9188,339-774-3346,Nutting Lake,Middlesex,Nutting Lake,MA,1865,Northeast,09-03-2020,"$6,51,821",Non-Default,02-08-2021,676,715,"$3,19,392",319392,651821
38678412,PERSONAL LOAN,331-11-4836,236-278-7115,Haynesville,Richmond,Haynesville,VA,22472,South,01-01-2021,"$42,169",Non-Default,16-02-2021,692,685,"$18,554",18554,42169
38678413,MORTGAGE,696-16-5443,210-571-3026,Sterling City,Sterling,Sterling City,TX,76951,South,05-09-2020,"$7,66,955",Non-Default,30-04-2021,897,933,"$69,026",69026,766955
38678414,CREDIT CARD,108-98-4001,212-567-0064,Lake Luzerne,Warren,Lake Luzerne,NY,12846,Northeast,24-08-2021,"$87,689",Default,24-08-2021,876,869,"$5,261",5261,87689
38678415,CREDIT CARD,064-02-3820,231-209-8511,Davisburg,Oakland,Davisburg,MI,48350,Midwest,13-10-2020,"$34,298",Default,08-08-2021,894,915,"$3,773",3773,34298
38678416,MORTGAGE,012-94-2342,209-987-3859,Sacramento,Sacramento,Sacramento,CA,95822,West,12-07-2020,"$7,06,428",Non-Default,20-06-2021,836,877,$0,0,706428
38678417,CREDIT CARD,498-29-5465,702-791-3205,Carson City,Douglas,Carson City,NV,89705,West,08-08-2020,"$39,683",Non-Default,10-03-2021,745,772,"$1,190",1190,39683
38678418,MORTGAGE,284-15-6438,304-570-4169,Orlando,Lewis,Orlando,WV,26412,South,26-05-2021,"$5,57,834",Non-Default,16-11-2020,880,892,"$2,56,604",256604,557834
38678419,CREDIT CARD,140-23-5875,210-637-6292,Houston,Harris,Houston,TX,77097,South,04-05-2018,"$45,675",Non-Default,15-12-2020,861,876,"$14,616",14616,45675
38678420,CREDIT CARD,534-71-1985,225-485-4946,Lecompte,Rapides,Lecompte,LA,71346,South,24-08-2021,"$78,286",Non-Default,01-02-2021,873,881,"$28,966",28966,78286
38678421,PERSONAL LOAN,586-67-2544,231-231-7738,Custer,Mason,Custer,MI,49405,Midwest,25-09-2019,"$1,49,628",Default,06-06-2021,814,860,"$16,459",16459,149628
38678422,CREDIT CARD,662-22-2695,209-591-3420,Los Angeles,Los Angeles,Los Angeles,CA,91462,West,09-04-2019,"$81,950",Non-Default,07-03-2021,698,711,"$40,975",40975,81950
38678423,PERSONAL LOAN,098-02-5126,205-870-3290,Anniston,Calhoun,Anniston,AL,36202,South,08-12-2019,"$1,37,474",Non-Default,24-08-2021,784,806,"$1,375",1375,137474
38678424,PERSONAL LOAN,685-24-1702,262-287-5104,Birnamwood,Shawano,Birnamwood,WI,54414,Midwest,24-08-2021,"$59,657",Non-Default,04-05-2021,755,777,"$27,442",27442,59657
38678425,CREDIT CARD,755-07-8090,236-716-9476,Ark,Gloucester,Ark,VA,23003,South,23-03-2020,"$73,720",Non-Default,24-08-2021,699,719,"$22,116",22116,73720
38678426,PERSONAL LOAN,086-02-5472,236-960-8791,Williamsburg,Williamsburg (city),Williamsburg,VA,23187,South,09-05-2019,"$49,494",Default,02-01-2021,769,815,"$13,858",13858,49494
38678427,MORTGAGE,038-74-5875,209-744-8606,Spring Valley,San Diego,Spring Valley,CA,91977,West,21-10-2018,"$1,91,014",Non-Default,08-12-2020,678,670,"$7,641",7641,191014
38678428,CREDIT CARD,668-48-0208,316-537-1559,Wichita,Sedgwick,Wichita,KS,67275,Midwest,25-12-2020,"$38,259",Default,24-08-2021,852,896,"$17,599",17599,38259
38678429,PERSONAL LOAN,432-99-0547,303-294-3772,Wild Horse,Cheyenne,Wild Horse,CO,80862,West,19-03-2019,"$42,259",Non-Default,24-08-2021,698,707,"$16,904",16904,42259
38678430,CREDIT CARD,659-24-0752,218-233-3762,Santiago,Sherburne,Santiago,MN,55377,Midwest,10-12-2019,"$74,724",Non-Default,24-08-2021,855,873,"$14,198",14198,74724
38678431,MORTGAGE,144-23-1954,423-421-3843,Denmark,Madison,Denmark,TN,38391,South,20-03-2021,"$9,69,849",Non-Default,24-08-2021,892,917,"$3,68,543",368543,969849
38678432,PERSONAL LOAN,551-99-1999,314-802-4037,Tina,Carroll,Tina,MO,64682,Midwest,27-10-2018,"$1,72,416",Non-Default,15-06-2021,691,738,"$43,104",43104,172416
38678433,MORTGAGE,358-08-0387,219-240-8475,Merrillville,Lake,Merrillville,IN,46410,Midwest,06-10-2020,"$1,90,606",Default,21-04-2021,836,863,"$15,248",15248,190606
38678434,CREDIT CARD,238-99-2796,406-689-4305,Savage,Richland,Savage,MT,59262,West,07-03-2019,"$72,321",Non-Default,19-03-2021,812,810,"$28,928",28928,72321
38678435,CREDIT CARD,663-22-1728,339-386-3102,Norwell,Plymouth,Norwell,MA,2061,Northeast,14-08-2021,"$56,503",Non-Default,11-03-2021,817,864,"$5,650",5650,56503
38678436,MORTGAGE,300-15-2354,252-975-4766,Cooleemee,Davie,Cooleemee,NC,27014,South,11-11-2018,"$8,47,642",Default,27-12-2020,705,701,"$1,69,528",169528,847642
38678437,MORTGAGE,138-25-5115,216-653-3938,Baltic,Tuscarawas,Baltic,OH,43804,Midwest,03-02-2019,"$3,40,214",Default,24-08-2021,690,738,"$1,49,694",149694,340214
38678438,CREDIT CARD,695-16-9148,304-834-8900,Reedy,Roane,Reedy,WV,25270,South,18-09-2018,"$46,968",Non-Default,24-08-2021,805,844,"$3,288",3288,46968
38678439,PERSONAL LOAN,392-33-3092,236-751-2983,Martinsville,Martinsville (city),Martinsville,VA,24114,South,07-03-2018,"$1,85,860",Non-Default,24-08-2021,718,763,"$40,889",40889,185860
38678440,PERSONAL LOAN,508-57-2332,216-874-8471,New Marshfield,Athens,New Marshfield,OH,45766,Midwest,24-08-2021,"$73,076",Non-Default,23-06-2021,795,838,"$3,654",3654,73076
38678441,CREDIT CARD,594-99-4267,239-955-3013,Merritt Island,Brevard,Merritt Island,FL,32954,South,07-03-2019,"$40,890",Default,17-11-2020,709,753,"$8,996",8996,40890
38678442,CREDIT CARD,407-73-5635,605-697-8522,Norris,Mellette,Norris,SD,57560,Midwest,13-10-2020,"$83,457",Default,11-01-2021,671,670,"$17,526",17526,83457
38678443,MORTGAGE,486-29-8472,479-952-2589,Mammoth Spring,Fulton,Mammoth Spring,AR,72554,South,21-04-2019,"$5,84,893",Non-Default,24-08-2021,725,752,"$70,187",70187,584893
38678444,PERSONAL LOAN,143-23-3775,218-641-2380,Delano,Wright,Delano,MN,55328,Midwest,15-08-2019,"$1,75,442",Non-Default,04-06-2021,870,878,"$49,124",49124,175442
38678445,MORTGAGE,754-07-4412,503-696-1051,Veneta,Lane,Veneta,OR,97487,West,24-06-2019,"$4,85,731",Non-Default,03-07-2021,885,887,"$1,65,149",165149,485731
38678446,PERSONAL LOAN,249-99-1362,212-534-6649,New York City,New York,New York City,NY,10275,Northeast,21-05-2019,"$49,853",Non-Default,24-08-2021,684,674,"$5,982",5982,49853
38678447,CREDIT CARD,644-29-9827,319-952-3521,Steamboat Rock,Hardin,Steamboat Rock,IA,50672,Midwest,06-02-2020,"$46,791",Default,24-08-2021,863,858,"$4,211",4211,46791
38678448,CREDIT CARD,313-35-4304,212-743-6218,Greenvale,Nassau,Greenvale,NY,11548,Northeast,24-08-2021,"$55,060",Default,17-12-2020,716,721,$551,0,55060
38678449,MORTGAGE,017-94-4148,216-450-5903,Cleveland,Cuyahoga,Cleveland,OH,44195,Midwest,19-02-2018,"$2,42,205",Default,09-12-2020,835,841,"$67,817",67817,242205
38678450,PERSONAL LOAN,633-31-3716,239-625-9256,Pensacola,Escambia,Pensacola,FL,32520,South,24-08-2021,"$62,193",Non-Default,11-01-2021,814,849,"$8,085",8085,62193
38678451,MORTGAGE,646-23-3647,210-235-9881,Hooks,Bowie,Hooks,TX,75561,South,12-05-2021,"$5,92,633",Default,25-11-2020,888,934,"$2,25,201",225201,592633
38678452,MORTGAGE,512-33-2324,210-774-2213,Comanche,Comanche,Comanche,TX,76442,South,22-11-2019,"$4,70,496",Default,24-12-2020,711,734,"$2,30,543",230543,470496
38678453,PERSONAL LOAN,615-87-9103,212-215-7921,Inwood,Queens,Inwood,NY,11696,Northeast,24-08-2021,"$1,50,417",Non-Default,24-08-2021,790,792,"$37,604",37604,150417
38678454,CREDIT CARD,690-22-3368,304-475-4820,Beards Fork,Beards Fork,Beards Fork,WV,25014,South,05-03-2021,"$48,089",Default,24-08-2021,650,681,"$22,121",22121,48089
38678455,PERSONAL LOAN,332-11-5951,209-213-8270,Guinda,Yolo,Guinda,CA,95637,West,10-01-2020,"$94,812",Non-Default,24-08-2021,803,844,"$7,585",7585,94812
38678456,CREDIT CARD,097-02-2017,316-751-5090,Medicine Lodge,Barber,Medicine Lodge,KS,67104,Midwest,04-02-2021,"$83,358",Non-Default,25-12-2020,658,654,"$7,502",7502,83358
38678457,MORTGAGE,609-87-6941,219-316-9957,Huntington,Huntington,Huntington,IN,46750,Midwest,10-01-2020,"$6,39,961",Non-Default,24-08-2021,850,900,"$2,75,183",275183,639961
38678458,CREDIT CARD,580-41-9266,209-314-4318,Penryn,Placer,Penryn,CA,95663,West,06-07-2021,"$54,882",Non-Default,15-11-2020,698,697,"$5,488",5488,54882
38678459,CREDIT CARD,372-37-7292,405-623-7791,Oologah,Rogers,Oologah,OK,74053,South,17-08-2018,"$42,245",Default,29-11-2020,674,682,$0,0,42245
38678460,PERSONAL LOAN,598-92-8350,212-816-2078,New York City,New York,New York City,NY,10016,Northeast,12-08-2018,"$1,82,072",Non-Default,22-11-2020,763,764,"$14,566",14566,182072
38678461,CREDIT CARD,047-15-2353,216-200-7363,Stockport,Morgan,Stockport,OH,43787,Midwest,24-08-2021,"$65,008",Non-Default,11-03-2021,896,918,"$17,552",17552,65008
38678462,CREDIT CARD,727-10-3644,480-997-1226,Dragoon,Cochise,Dragoon,AZ,85609,West,07-11-2019,"$25,938",Non-Default,21-06-2021,666,693,"$7,781",7781,25938
38678463,MORTGAGE,010-94-7752,215-226-0045,Stillwater,Columbia,Stillwater,PA,17878,Northeast,11-11-2020,"$2,91,132",Default,05-03-2021,744,739,"$78,606",78606,291132
38678464,MORTGAGE,382-37-2072,216-636-2901,Twinsburg,Summit,Twinsburg,OH,44087,Midwest,17-10-2019,"$5,72,485",Default,24-08-2021,859,862,"$2,51,893",251893,572485
38678465,MORTGAGE,183-86-2062,201-643-7989,Toms River,Ocean,Toms River,NJ,8754,Northeast,11-06-2020,"$6,83,351",Non-Default,20-06-2021,731,724,"$1,02,503",102503,683351
38678466,MORTGAGE,291-15-7012,217-804-1521,Fisher,Champaign,Fisher,IL,61843,Midwest,18-07-2021,"$9,28,832",Non-Default,09-11-2020,681,698,"$1,30,036",130036,928832
38678467,CREDIT CARD,045-15-1946,239-609-9131,Saint Cloud,Osceola,Saint Cloud,FL,34770,South,14-05-2021,"$87,399",Non-Default,21-07-2021,700,740,"$9,614",9614,87399
38678468,MORTGAGE,733-26-4708,218-606-9786,Luverne,Rock,Luverne,MN,56156,Midwest,19-04-2021,"$5,44,452",Non-Default,01-07-2021,745,763,"$16,334",16334,544452
38678469,PERSONAL LOAN,448-27-9823,316-643-2188,Hardtner,Barber,Hardtner,KS,67057,Midwest,12-06-2021,"$34,063",Default,24-08-2021,813,845,"$16,691",16691,34063
38678470,MORTGAGE,212-91-3166,215-940-3680,Coburn,Centre,Coburn,PA,16832,Northeast,02-03-2021,"$2,88,911",Non-Default,16-11-2020,673,681,"$52,004",52004,288911
38678471,CREDIT CARD,617-87-4019,210-982-1655,Thicket,Hardin,Thicket,TX,77374,South,28-01-2019,"$34,294",Non-Default,04-06-2021,829,827,"$13,032",13032,34294
38678472,PERSONAL LOAN,541-83-3570,231-841-7462,Utica,Macomb,Utica,MI,48317,Midwest,04-08-2019,"$55,640",Non-Default,15-06-2021,895,888,"$11,128",11128,55640
38678473,CREDIT CARD,725-18-1424,702-523-2811,Manhattan,Nye,Manhattan,NV,89022,West,01-07-2018,"$27,614",Non-Default,24-08-2021,726,768,"$12,979",12979,27614
38678474,MORTGAGE,182-86-4180,319-235-8677,Drakesville,Davis,Drakesville,IA,52552,Midwest,23-02-2019,"$9,64,764",Default,17-06-2021,741,743,"$3,56,963",356963,964764
38678475,PERSONAL LOAN,407-73-2648,236-282-6715,Champlain,Essex,Champlain,VA,22438,South,10-12-2020,"$1,14,024",Non-Default,26-01-2021,748,796,"$6,841",6841,114024
38678476,CREDIT CARD,102-02-6747,216-585-3153,Peebles,Adams,Peebles,OH,45660,Midwest,13-11-2020,"$77,903",Default,21-03-2021,870,891,"$36,614",36614,77903
38678477,PERSONAL LOAN,586-67-9679,231-733-5208,Flint,Genesee,Flint,MI,48556,Midwest,26-07-2021,"$1,38,668",Non-Default,18-12-2020,884,925,"$15,253",15253,138668
38678478,MORTGAGE,139-23-5411,236-845-9992,Crozet,Albemarle,Crozet,VA,22932,South,20-05-2018,"$8,29,781",Non-Default,02-04-2021,770,762,"$3,56,806",356806,829781
38678479,CREDIT CARD,445-27-6041,319-970-5914,Avoca,Pottawattamie,Avoca,IA,51521,Midwest,25-11-2019,"$74,592",Default,19-07-2021,722,718,"$2,984",2984,74592
38678480,MORTGAGE,332-11-8112,339-906-6585,Northampton,Hampshire,Northampton,MA,1063,Northeast,24-04-2019,"$2,49,774",Non-Default,24-08-2021,654,691,"$92,416",92416,249774
38678481,MORTGAGE,054-02-9440,605-247-7233,Bath,Brown,Bath,SD,57427,Midwest,11-08-2021,"$3,00,510",Non-Default,20-07-2021,896,945,"$1,14,194",114194,300510
38678482,CREDIT CARD,299-15-0497,210-549-3601,Beeville,Bee,Beeville,TX,78104,South,12-03-2019,"$50,764",Non-Default,15-08-2021,826,825,"$2,031",2031,50764
38678483,MORTGAGE,320-11-6936,206-933-3353,Puyallup,Pierce,Puyallup,WA,98375,West,28-02-2020,"$7,60,443",Non-Default,13-08-2021,692,683,"$3,72,617",372617,760443
38678484,MORTGAGE,540-83-2320,480-295-9987,Fort Defiance,Apache,Fort Defiance,AZ,86504,West,03-10-2020,"$1,49,161",Non-Default,12-06-2021,898,893,"$71,597",71597,149161
38678485,CREDIT CARD,351-08-2587,231-662-9237,Mesick,Wexford,Mesick,MI,49668,Midwest,25-02-2020,"$48,968",Non-Default,24-04-2021,882,910,"$23,015",23015,48968
38678486,MORTGAGE,362-39-6356,236-353-7978,Roanoke,Roanoke (city),Roanoke,VA,24010,South,21-02-2019,"$9,84,635",Default,24-08-2021,897,937,"$2,36,312",236312,984635
38678487,PERSONAL LOAN,442-29-7606,339-882-5634,Babson Park,Norfolk,Babson Park,MA,2457,Northeast,15-05-2019,"$1,97,824",Default,19-06-2021,659,682,"$96,934",96934,197824
38678488,PERSONAL LOAN,653-60-9802,212-671-8085,Buffalo,Erie,Buffalo,NY,14272,Northeast,26-06-2019,"$48,814",Non-Default,13-03-2021,752,776,"$20,990",20990,48814
